query,ids
2442,[10133  7837 10989 17077  2064  1247  1960  7728 21573 17689]
2443,[ 8481 10870 16553 16518  8228 19324 16559 16147 14257  9322]
2444,[ 3089 14292 15446  9902  2956 14928  5697 14875  9700  7765]
2445,[ 8683  3441  4110  7554 20970 18602  7732 18398 21458 21582]
2446,[ 1640 20145  1862 22527 19977  7068 10354 22530  8355 20895]
2447,[ 7248 14575  2695 20142 17166 20606  9751 10313  5573 15342]
2448,[ 8827 11516 19962 13948 19227  2346  2185  8249 14004 11982]
2449,[16616 11551 15904  3270 13810 22996 20129 11267 14298 16110]
2450,[ 8162 10008 13981 14881  3851 22111 20551 17190  3152 12192]
2451,[22575  1305  1300  1662 13986 16188  7768  7780 13116  3677]
2452,[22090  2141  6653 16027 15027  6292 22210 20097 19193 22660]
2453,[19080 12028  3604 19293 13375 14597  3668 12130 10699 17763]
2454,[18182  7828  4860 22523  9123 15049 11476  4315  8121 18627]
2455,[19447 14545  5826 22208  9320  5689 18430  5192 10673 23002]
2456,[17762 16366  1466 10035 13864 17750 19348 22284 18763  4905]
2457,[20881 19030  6435 22722 21483  8953 19943  1650  1933 22645]
2458,[10528 13375 14132  3631 17802 19866 21607 16031 19080  8047]
2459,[ 4445 12789 20142 14739 16775 11358 10207  4836 12101 19989]
2460,[13802 16899  7767  7617 22817  6948 10475  6322 22416 14070]
2461,[ 8829  3374 19826 17549  7598 22996 15854 14064 14257  9814]
2462,[ 2605  2335 19383 14291  1941 16126 20645 21454 18576 10104]
2463,[ 1571 20698  5460 11123  2701  4249  1013  1305  1927 22011]
2464,[ 4366 17727 18040  2956  9710 21949  5216 10153 13810  6210]
2465,[ 8528  6598 12727 21731 17063 22615 19595   740 20798 10113]
2466,[11281  4579 20684  2942  9752   846  9316  8993 13082 16653]
2467,[17363 23033  9767 20261 14922 14073 15408  5671 13586  8989]
2468,[15044 14293  5729 17122  7837 11057 12556  8641  9637 16495]
2469,[ 8783  4166  1594  6715 14205 16399 20149  3735 15930  1966]
2470,[14997  5480 17180 14871 19098  9352  8591  2714 22211  7755]
2471,[16227 17965  1866 11001  2083 13154  2406 15827  7928 12590]
2472,[15044 14034 14465 22292  7293  1527 19250  9664 21363  6335]
2473,[ 8648 17129 12902  8544 22504 19676 19514 19677  7283 10845]
2474,[15435  3262 22478  5690 18100 21930  7439  9975 17961 12304]
2475,[12645 16399  4166  5048  1594 14205 16315 14926  7248 20237]
2476,[22614  6715 16110  7400  5736  9751  8783  4166  5907 21683]
2477,[ 9433 20223  8145 16090 16089  8816 11479  1334  9146 13240]
2478,[12975 11820  1144  1749 13118 12305  8930  2009 15501 17372]
2479,[ 7755  8591  5480  2714 14997  5193 20193 15388 12070  9352]
2480,[ 4941  2619  3211 16239 19349 14127  9377  5661  2947  6745]
2481,[ 9689 21026 16329 20715  8397 12216 13871  6062 20258 12546]
2482,[ 2363 13062  7728 17378 11459  6778  8350 19316  8138 10133]
2483,[ 6672 20596 11539  1332 16296  4446  4571  2680  5460  1550]
2484,[ 9133  8197  4032  2083 16581  7550 12590 17965 13532  9039]
2485,[ 9087 13311 11314 13151  6925  8688 12709 13298 12479 22722]
2486,[ 1436  4849  1586 17256  1247  2881 17689  7837  1683  2919]
2487,[21720   846 11507 21719  8795 11988  4339  2942  5945  9752]
2488,[18666 10142  7504 17313  2238 18389 16942  1078 17689 10017]
2489,[12529 15044  4069   787 15773  8000  7122 18340 14291  2722]
2490,[23150 16567 13658  2428  9738 12664  6690  7592 11367 23037]
2491,[ 3359 17294 10905 10764 20651  4913 15392 22687 16991  8051]
2492,[ 3192  9404  2695  4445  9734 15342  4059 19548  2609 20203]
2493,[ 7635  7400 16285  7740 18060 11723 16044 16110 11740 22614]
2494,[ 1937 16355 20217 17946  7472  6970 10424 19369  5397 10142]
2495,[ 1274  8220 20414  5472  4695  5050  1306 17802  5421  7184]
2496,[20789 22156 14943 16125 15601  7426  4157 13082 20603 16616]
2497,[20789 11551 16616 19679 15830 20677 18196  6849 15600 16553]
2498,[23165  3963 16223 20837  6542  3931 17860 12898  5797  8757]
2499,[ 3065  2786 13621 12111 19535 14933 13401  2007   579  1857]
2500,[16143 12731 15622 19734  8091 16211 15587  4871 20345 11857]
2501,[19497 19624  2564 10930 20315 12546  7598 16202 21452 15998]
2502,[ 1392  1423  4757  6776 16188 13967  4648  1734  6359  2233]
2503,[14273  8752 14764 19012  8052  3083  1965 11824  8064 17970]
2504,[16792 22120 20414  8074 17763  3236 12454  2936  1306 19293]
2505,[ 7575  4584  1980  4924   599 15467 11629  2078 20676  7487]
2506,[11532 21288 13706 17880 17256  3850 11652 23093 12250 11033]
2507,[16769  3437 20171 22719  2705 11100 13865 15839  3916 18492]
2508,[ 9209 16581 13017 13879 13253 12874 16036 14205 22049  8351]
2509,[18143  4960  3674  9342  9867 21031 11447 13964 12010 16650]
2510,[ 7242 12468 12697 13828 20999  5992 22051 21981 20286 13458]
2511,[16135  2552 22452  8459 19500 18070 18322  4878  1316  1949]
2512,[ 6279 10353  4905  1740 18040  3728 18902 20145  3074  6548]
2513,[11086 10025  7482  1560  6230  3826 10304  9686  7954 19037]
2514,[19080 16792  6309  5470 17820 12130 10343 10699  2245 17763]
2515,[ 7043  8735 18935  5374  7990 18087 16366 20269 13453  1998]
2516,[  742  7801 21173 22034 16083 13109 17212  6212  8449  7723]
2517,[15767 16506  7514 14466 16757  3439 12740 16912  7554  8683]
2518,[20995  8641  2739 22615 20798 19147 18934  3070 19053 17248]
2519,[ 5711  6335  2118  2137 18103  1650 22266  6972  2510 11125]
2520,[13082 22117 20523 22115 10432  7069 14943 17843  7074 18612]
2521,[11169  1036  5132 13985  2736  2716 14408  3695  1734  3613]
2522,[11523  2129  4615 22523 19675 22159  4474  4569 18627  3979]
2523,[18602 16110 14033  9469 20418  9824 22614 16247 20396 16139]
2524,[16371  7180  8822 16069  6210  2310 19667  1583  1552 13722]
2525,[ 8618  8432  7431 23083  5051   785  5362  8521  3858  5829]
2526,[12945 13371 13017  7550  8197 13955  5736 15740  1941 16207]
2527,[17362 15073  7123  1254 10528 14376  4213 10229  3631  6896]
2528,[15580 10883  4495  5666  7072 21346  9864  8769  9867 21162]
2529,[14875 19447  7247 18430 22790 13104  2236  4213  5697 15227]
2530,[19064  4071 22764  3198  3055  8880  6326 17169  8708  6537]
2531,[22958 19271 17186  8449 17212 21173   742 20206 13109 22034]
2532,[12946 10343  1827 13060 17748  1854 11751 21765 19579  5685]
2533,[ 4745 17560 18597  5311 10574  4821 22758  4349 17396  8525]
2534,[16806  5695 21672 15962   290 16664  7594  1344 22149   988]
2535,[ 7461  4674 18546 14545 19524  5388 19222  5826 22958  7485]
2536,[ 4691  3144 18125  2790  5323 20266  6596  6806 20560 20935]
2537,[10090 16407 16340  8594 19708  2333  4257  6736  4768  4861]
2538,[17763  2936 19293 19303  1926 12098 19080 17131 12130  2907]
2539,[20741  9002 13678 13114 16028 12754 15770  4864  8258 18888]
2540,[10147 22211 17180 19244 17762 16076  2326  3682 20546  1013]
2541,[ 8481  2729  4424  5829 16129  7462  9429 16021 13039 13879]
2542,[ 6440 14291 19287  3617  3209 13625 11182 20989  7819 23006]
2543,[10353 16217  6237  8200 18013 19693 17886 18190  7252 10775]
2544,[ 4051 16193  7550  8833 12501 15342  7400  3029  5736 18684]
2545,[16544  8662 20964  2369 13017 16383 15852 13955 15596 20203]
2546,[21594  9925 22644  3870  1605 15651 12469  1167 10354 18926]
2547,[ 4051 15342 12648   890 14063 16510  5031 16930 16551 20701]
2548,[ 4224 18109 13706 13992  5813 16486 17083  8945 22921  6281]
2549,[ 2304 16217 22751 16514 13855 10229  1506 19019  9146 14318]
2550,[ 7247 17273  1316 13104 15207  1167 20977 21803 21952 12166]
2551,[ 2508 19133  6775  4213 13169 18008  6829  6258 14644 15073]
2552,[19589  5330  7439  8244  4644 13661 19594  9667 14812  6061]
2553,[16209  4194 19705  3673  6828 14463  6061 18184 14410 14403]
2554,[21868 12550 17013   779  2384 11592 21477 13146   657  3204]
2555,[ 2938 20595  6641 17120  1362 18158  7025 17034 20568 15925]
2556,[16217 10353 14765 15073 10229  5930  8088 19347  7123 18190]
2557,[ 3244  9914 10021 10238 19264  5976  3837  8827  8375 18641]
2558,[19162 16141 11315 11467 22641 13611 11252 13699 22370  1890]
2559,[ 9325 17773 16031 12059  2717 16685  2716 20344 20193 16766]
2560,[ 2956  5655 18460  3089  3198  2905 18040 22764 13459  8987]
2561,[17254  4565 11273  9839  6290 14021 16876  7578   960  1542]
2562,[21654  7670 21719 13937 15700 11362  8579 21255 21182 11988]
2563,[13560  8127  4982 10011 15770 15834  9003 10105 12787 14465]
2564,[14466  4952 12228 10236 20925  6751  4994 22400 18603 22315]
2565,[19325  2965  8958 20146 21056 18572  6543 11529  2115  9487]
2566,[ 7630 16245  9299  6443 13976  2642 13667 12393  1934 21606]
2567,[10304 10506  1183 10435 11745 16556  4575  2152 13616  6452]
2568,[20358 18555 12914 20206 23083  8651  5642  9954 18839 23037]
2569,[19023 17364  3335 15673  1279  1192  2936 17763 12188  1926]
2570,[12535 11463 14472 13611  2824  4333  4388 10529 20361 10507]
2571,[10343 12946  1854 19579 19176 19624 12737 17826 21452  9483]
2572,[ 9839   931 22172  1606  1638  1569 10011 22725 16126  2950]
2573,[ 8752  2705 13865  8299 18576 21211  7070 16769  1965  3437]
2574,[14318 18577 15291 22428 18184  4528 12734  8090 14409  8678]
2575,[18051 19351 12108 14144 19497 16457 10654  5332 16915  1011]
2576,[ 6290 19930 14113 13274  7434  1484 14200 21180  7817 21966]
2577,[ 5467 22050  2503  5866 12076 21261 17797 21163 19207  1944]
2578,[17843 19962 12218 16908  2346  9336  2185 15388 16696  2236]
2579,[13079 10915 17382  5047  1207  4106  8179 21476  2396 18610]
2580,[22800 18190 16855 22115 18606 13684 13082  5252 13526 11281]
2581,[13082   615 18612 16168 16883  7407 22115 17180  4860 19962]
2582,[  890  1545 14575  9447  2176 16425  7247 16930  6326 13631]
2583,[ 4972  8481 16440  2310  1594  7627 22049 12890 10870  9695]
2584,[13039  5655  7068 16705 18196 15923 16467 16616 20788  8987]
2585,[ 4969  7928  9799  5622  7514 17037 22036 12789  3121  4445]
2586,[ 8663 19149 17350  7247  7922  8219 10252 22370  5566  8419]
2587,[ 1746 17095  5048 22071  3712 14575  8341  5783 20999  2201]
2588,[15291  8900   704 11123  8460  2257  8375 21489 18507  7586]
2589,[ 1937 11958 13049  5397 15965  1751 17547 11433 13616 16991]
2590,[ 8833 16193 16347  5736 20203  5804 12945 16206 16820 10119]
2591,[ 2245 10343 10690  1854  4858 12149 17748 12946 17820 12130]
2592,[ 2729 16371 10409  4870 14268  8343 13253  7180 16113 20108]
2593,[ 4582 19545  4359 17887  9623 17231 19451 17897 20608 13057]
2594,[16789  1690  4831  4213  6607 13951  2335 16989 10302 18576]
2595,[20970  3375  8683  8987 16241  7732 11267  4870  4904 18602]
2596,[10391 20134 16268  7554  3435 11656 20050  5026 20192 21211]
2597,[14580  1495 13890  6628  4913 13876 21391  2403 10766  5814]
2598,[19451 22616 10151  4196  1208 18057  2314 13007 18109   808]
2599,[16347 19667  8822 13955 15524 16449  5736 17220 20108 11100]
2600,[22958 19271 17186  8449 17212 21173   742 20206 13109 22034]
2601,[19379 14597  4693 21402 21504 10739  8206 17123 21384  6326]
2602,[ 4569  1331 10186 18764 11515  1685 18367 16161  3438 19735]
2603,[10207 14526  2722 20757 15087 12483 12747  1661  2147   915]
2604,[14526 19940 17077 15087 12719  1878 11358  6432  1135  1683]
2605,[12276 17764 17204  4474   680 19038 20911 20322  7344 19822]
2606,[ 2622  1064  6586  6644 12679  7473 20810  2502  2421 20636]
2607,[  742  7801 21173 22034 16083 13109 17212  6212  8449  7723]
2608,[ 8051  3986  1696  6230  1546  1529 17227  7080 16709 19989]
2609,[ 1082 12681  1209 17778 11516 20844  9975 19185 18940  7512]
2610,[ 2328 19046 12407  9808 14388  3765 18071 11830 20700  3070]
2611,[ 4501  6188  1241 14708  2217   783 19118 23153 13890 14536]
2612,[10830  6771 10620  8212 13007 18886  3851  2729  3859 14790]
2613,[18309 21933 13255  7463 22306 11631 13996  3052  9130  5898]
2614,[ 4963  5050 19955 13969 13531 18887  2383  1143   308  3143]
2615,[ 8640  3808 13275  6629 11964 23101 14329 19117  2620  4664]
2616,[16912 21592 18603 20925 19903 13007 16241 16253 15616  4904]
2617,[12223  9904 21685 18143 12861  3864 21355  8731  8354 13406]
2618,[ 6122 12115 21784  4115 12183 21690  3477  1839  6763  6934]
2619,[11643 16168  8599  2185 12851 17714  6830  2714 15915 16020]
2620,[ 1036 10923 22284  5132 13686 17714 11169 14408  3789  2717]
2621,[19244 11643  1864  5882  2326  1013 22211 17410 13686  1036]
2622,[ 5872  1575 11123  1507 10289  3244 18507  3789  1051  1013]
2623,[ 2699  1862  8659 14769 10343  7708 10125  6326  5855 21765]
2624,[17714 14065  8816  5412  2716  2701 11479 18470 12718 19198]
2625,[19644 11125  5228 14625  2764  7591  1356  1485 21364  8267]
2626,[ 3392 10678  3079 21151 21481  3914  8973  1973  4960  6566]
2627,[16524  9814  8816  2714 19198 17714 19532 18470  4689 20762]
2628,[ 6095 21366  9339  4928 12454 14688  4986 12984 13924  2939]
2629,[19953 20788  6326  5185 12890  7810  7966 18432  4972 10998]
2630,[11479 14065 20541 17234 10217  3123  3695  3613 13985 17714]
2631,[17077 10777  2064 12719 16489  1960 10989 22684 10207  9514]
2632,[11763 17453  1449 18554 23002 10078 13076 22960 12491 10810]
2633,[ 1691 14056  9935  1505  1507  1879 16846 20143 13717 21458]
2634,[14553 19226  4739  9474 19116 10211 14690 12032 13996 16661]
2635,[ 2840 15220 23162  1362  1659 23144 16720  8362  5447 18088]
2636,[ 8218 16154 12718 16705 16522  1607 19635  2304 20698  9469]
2637,[19881 20374  8189  6038 19136 14552  4419 13430 13089 19294]
2638,[ 7239 14148 18084  6927 19581 11370  3411 15935 12688 13544]
2639,[12994  7441 10263  4385 10723 15395  4179 21348  4821 21840]
2640,[22589 20798  1446 22091  6773 22780 17070  6598 16926  4068]
2641,[16908  2185  5882  2346 14676 19962  3699 10289 17068 13394]
2642,[  309 21810 18182  3435  2236  7627 10151 12566  9751 22370]
2643,[13800 17152  4975 19349  2619 10664  5661  1519 13475 14023]
2644,[16458 20640  1373 10018 11536  4100 16733  9505 21966 16942]
2645,[11100  4093  5031  1683   344 16295 12648 14231 10473  8490]
2646,[18929 14421 20455 10049 18443 13627 16228 11232 21247 11250]
2647,[ 9962  4917  3229 18130 13256  7222  4756 18071 10221 18895]
2648,[ 1994 22761  1096 19104  6094  3546 17719 16791 12135  5600]
2649,[13039 11267 18995 13879  4157 15600 16616 16553  2707 15531]
2650,[ 7207 20964 22684 21453 16546 15342 20203 15632 10119 16193]
2651,[16690 10274 16701  7806 15210  6271 21308  9340  5866 17806]
2652,[16168  4512 13082  8993 16883 10425 10432 14298   615 19679]
2653,[ 2457 21999  6532  6562 16931 18631 11964  2677 16829  6337]
2654,[ 6607  8992  7309 15746  8134  7247 12166  7950  7840  1894]
2655,[ 9824 22753 10119 22614 10120 16247  4032 14033 16285  5736]
2656,[ 5729  2310  4692 22452 19809  1638 23013 13017 15632 22351]
2657,[ 1242 21334 20340  2957 10151 22616 22496 18334  7273  1451]
2658,[10289  1506 22011 19244 17351  5412  3244  2701  2346 20143]
2659,[13082   846 16883  7407 10977 16168 10945   905 22115 10425]
2660,[12295  7586  5735 12544 12882 14937 12611 21489  9334 13426]
2661,[ 4864 23144  6878  6678 10474 20741 17148 18088  9002 14891]
2662,[ 2671  3222 10204  4792 14293  4160  1171 10293 21178  1760]
2663,[ 6335 20989  3209 12103 21374  3617 11182  6230  2745 21422]
2664,[ 1567   868 18733  2605 18738  4200 12484 22588 22764 22269]
2665,[13082 17843  7407   615 12218 19962 16168 18612 17180 22115]
2666,[ 6210 15616 16639 16912 12792  7180  9902  4870  4904 19667]
2667,[13104 16544  1968  7248 14875 21803  1966  7661  9751  3735]
2668,[13550 20790 16291  6091 16341  7525  5048 21031 22609 10937]
2669,[20970 22764 18210 18398 19667  8708 16044  3089 16347  3198]
2670,[ 6591 14849 17120 20595 13885 22721 17034  7025 14863 20862]
2671,[ 7624  1096 17282 12135 17573 21930  8840  7471  9975  5449]
2672,[16372  9209 16247  3273 16578  4032 11461 17965 11001  1596]
2673,[11302 14358  9602 12656  4368 11491 12936  5367 18203   627]
2674,[21287 13467  3921 15146 19459 12230 19350 17872 10257 19653]
2675,[ 9810 10174 11378  4327  3019  1557 10441 17269 12754 10430]
2676,[ 4772 19451  4196 20676  2078 20879  4359 19545  9378  4924]
2677,[ 2151  2346  4569 18367   597  7721 14004 18627 13394 17466]
2678,[ 7928  8197 17317  7550 12234  9799  9133 16588 10770 20142]
2679,[ 4379  8615 15947  7252 13877 11752 22946 22434 15287 13948]
2680,[ 9692  1578  4528 18156 10083  3020  2684 13968 14375  1663]
2681,[ 6069  4024 11009   851 11016 17270  7701  4609  7592  9611]
2682,[ 8615 11752  8551 15846  1777  4379 22434  2861 21805 13877]
2683,[  742  9705 16083 13051 10991 21474  6212  7723 13109 21139]
2684,[ 3812 18679  7450 20781 13033  8367  2174 22981  6118 23160]
2685,[ 8752 11454 16467 13383  4036 20715  2315  7105 16347 14790]
2686,[13555 15227 14997  5844 10761  1944 10722  4776 10790 20366]
2687,[ 1036 20541  2736 10217  2717 11169 13985 10494  3123  6359]
2688,[21339  3699 19227 19104  3609 19103 19288  3700  9393  3618]
2689,[ 1030  4776  9867 12781 15579  5689 16855  5714  6966 21355]
2690,[19856 21968 21891  6652 19674 10929  6559 13791 17443 10886]
2691,[ 5902 12350 13398 12772 14720 10106 20379 15078  4810  7838]
2692,[18602 16044  8987 16724 18060 20970  5655 17220 22764  3089]
2693,[ 8092  7255   914  3729  9262  5469 14279 22538  4874 10553]
2694,[ 7573 16182  2543  4182 19444  9048  9299  7119  3969 15587]
2695,[22412 20549 19228 21840  7039 20668  6038  8935 15459  5188]
2696,[15773 17628 20088  5836  1435  9023 18340 16775   787  1227]
2697,[20488 22290 17383  3225 19325 14340  6543 17284 18309   841]
2698,[13969 17296 22588  3874  4601 12576  1548 10855  4527  2065]
2699,[ 9615 12357 14607 17038 19137 14142  3845  7728 18320 21190]
2700,[ 8351 16807 20756  9209 12590  4158 11001 16578 10510 12562]
2701,[21868  3457 13146  2384  5447 17013 12550 12248   779 20595]
2702,[14330  5696 22800 11619 14400  4675  5247  8418 14194  2942]
2703,[12076 16690 22033  2503 15355  5558  5467  9404  5566 14115]
2704,[15039 14298 10690 15915 17962  7973  4512  2245  7069 13945]
2705,[20360  7633  6440 14591  1615 16876  2722  2608  7015 19990]
2706,[ 1440 16123  7118 10438  1695 13968  6326 18695  3451 17169]
2707,[ 8367  6118 13777 23160  9640 10886  2405  7978 20505  8324]
2708,[ 1359   307  3155 21181 10475 17307 17730 12938  5036 20741]
2709,[21765 13060  1710  7734 12946 19579 20587 11310  5685 14769]
2710,[17862  3376 21781  6710 19451 14466  2447  3080 10169  4952]
2711,[ 1683 23010 10133  1960 13793 16135  1754 10989 12308  1162]
2712,[22958 19271 17186  8449 17212 21173   742 20206 13109 22034]
2713,[15536 21901   640  1096  7829 15274  3546  9262 22986 11493]
2714,[22958 19271 17186  8449 17212 21173   742 20206 13109 22034]
2715,[13968 19383  7118  1941 13629 11100 12336  6434 14318  4884]
2716,[23014 19903 16253  4550 15980  6195  2167 19727 18274  2439]
2717,[13743  4366  4737  2999  7105 16496  8695  7180 16724 16705]
2718,[16031   704  4249 20034 17886  4400 18013  7983 16188  5930]
2719,[22958 14789  9771 17878 18167 19694  9091 12283 11763 20206]
2720,[ 3214  7475  9987 19945  2082  6061 14990 19770 12001  1324]
2721,[21907  1488 15238 15927  2441 10689  6696 22450 22430  5362]
